Id,Title,Genres,Popularity,Release Date,Original Language,Vote Average,Vote Count,Overview
319888,Eddie the Eagle,"['Comedy', 'Drama', 'History', 'Adventure']",13.06,2016-02-25,en,7.2,1941,"The feel-good story of Michael 'Eddie' Edwards, an unlikely but courageous British ski-jumper who never stopped believing in himselfâ€”even as an entire nation was counting him out. With the help of a rebellious and charismatic coach, Eddie takes on the establishment and wins the hearts of sports fans around the world by making an improbable and historic showing at the 1988 Calgary Winter Olympics."
12230,One Hundred and One Dalmatians,"['Adventure', 'Animation', 'Comedy', 'Family']",52.093,1961-01-25,en,7.2,5706,"When a litter of dalmatian puppies are abducted by the minions of Cruella De Vil, the parents must find them before she uses them for a diabolical fashion statement.
 In a Disney animation classic, Dalmatian Pongo is tired of his bachelor-dog life. He spies lovely Perdita and maneuvers his master, Roger, into meeting Perdita's owner, Anita. The owners fall in love and marry, keeping Pongo and Perdita together too. After Perdita gives birth to a litter of 15 puppies, Anita's old school friend Cruella De Vil wants to buy them all. Roger declines her offer, so Cruella hires the criminal Badun brothers to steal them -- so she can have a fur coat."
35,The Simpsons Movie,"['Animation', 'Comedy', 'Family']",56.743,2007-07-25,en,6.995,7310,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives."
10340,Lady and the Tramp,"['Family', 'Animation', 'Romance']",42.759,1955-06-22,en,7.104,4803,"Lady, a golden cocker spaniel, meets up with a mongrel dog who calls himself the Tramp. He is obviously from the wrong side of town, but happenings at Lady's home make her decide to travel with him for a while."
237791,The Way Back(I),"['Drama', 'Romance']",10.103,2014-03-28,pt,7.962,884,"Leonardo is a blind teenager dealing with an overprotective mother while trying to live a more independent life. To the disappointment of his best friend, Giovana, he plans to go on an exchange program abroad. When Gabriel, a new student in town, arrives at their classroom, new feelings blossom in Leonardo making him question his plans."
8393,The Gods Must Be Crazy,"['Action', 'Comedy']",25.455,1980-09-10,en,7.24,992,A Coca-Cola bottle dropped from an airplane raises havoc among a normally peaceful tribe of African bushmen who believe it to be a utensil of the gods.
3170,Bambi,"['Animation', 'Drama', 'Family']",52.641,1942-02-11,en,7.008,5135,"Bambi's tale unfolds from season to season as the young prince of the forest learns about life, love, and friends."
9952,Rescue Dawn,"['Adventure', 'Drama', 'War']",15.517,2006-09-09,en,6.933,1074,A US Fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.
9036,Eight Below,"['Adventure', 'Drama', 'Family']",19.263,2006-02-17,en,6.985,1550,"In the Antarctic, after an expedition with Dr. Davis McClaren, the sled dog trainer Jerry Shepherd has to leave the polar base with his colleagues due to the proximity of a heavy snow storm. He ties his dogs to be rescued after, but the mission is called-off and the dogs are left alone at their own fortune. For six months, Jerry tries to find a sponsor for a rescue mission."
263109,Shaun the Sheep Movie,"['Family', 'Animation', 'Comedy', 'Adventure']",14.728,2015-02-05,en,6.996,1223,"When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flock to return everyone safely to the green grass of home."
8053,The Three Burials of Melquiades Estrada,"['Adventure', 'Crime', 'Drama', 'Mystery', 'Western']",7.876,2005-11-17,en,7.07,512,"When brash Texas border officer Mike Norton wrongfully kills and buries the friend and ranch hand of Pete Perkins, the latter is reminded of a promise he made to bury his friend, Melquiades Estrada, in his Mexican home town. He kidnaps Norton and exhumes Estrada's corpse, and the odd caravan sets out on horseback for Mexico."
920,Cars,"['Animation', 'Adventure', 'Comedy', 'Family']",61.432,2006-06-08,en,6.9,12702,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters."
4538,The Darjeeling Limited,"['Adventure', 'Drama', 'Comedy']",15.246,2007-09-07,en,7.166,3163,"Three American brothers who have not spoken to each other in a year set off on a train voyage across India with a plan to find themselves and bond with each other -- to become brothers again like they used to be. Their ""spiritual quest"", however, veers rapidly off-course (due to events involving over-the-counter pain killers, Indian cough syrup, and pepper spray)."
259316,Fantastic Beasts and Where to Find Them,"['Fantasy', 'Adventure', 'Family']",49.507,2016-11-16,en,7.336,17708,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations."
9487,A Bug's Life,"['Adventure', 'Animation', 'Comedy', 'Family']",59.71,1998-11-25,en,6.965,8405,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper."
9392,The Descent,"['Adventure', 'Horror']",28.713,2005-07-08,en,6.956,3408,"After a tragic accident, six friends reunite for a caving expedition. Their adventure soon goes horribly wrong when a collapse traps them deep underground and they find themselves pursued by bloodthirsty creatures. As their friendships deteriorate, they find themselves in a desperate struggle to survive the creatures and each other."
62211,Monsters University,"['Animation', 'Family']",53.295,2013-06-19,en,7.0,9765,A look at the relationship between Mike and Sulley during their days at Monsters University â€” when they weren't necessarily the best of friends.
9016,Treasure Planet,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']",41.178,2002-11-26,en,7.527,3724,"When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic ""loot of a thousand worlds,"" a cyborg cook named John Silver teaches him to battle supernovas and space storms on their journey to find treasure."
9837,The Prince of Egypt,"['Adventure', 'Animation', 'Drama', 'Family']",36.125,1998-12-16,en,7.241,3564,"This is the extraordinary tale of two brothers named Moses and Ramses, one born of royal blood, and one an orphan with a secret past. Growing up the best of friends, they share a strong bond of free-spirited youth and good-natured rivalry. But the truth will ultimately set them at odds, as one becomes the ruler of the most powerful empire on earth, and the other the chosen leader of his people! Their final confrontation will forever change their lives and the world."
2013,Papillon(I),"['Drama', 'History']",10.661,2007-05-23,fr,7.557,1045,"The true story of Elle France editor Jean-Dominique Bauby, who, in 1995 at the age of 43, suffered a stroke that paralyzed his entire body, except his left eye. Using that eye to blink out his memoir, Bauby eloquently described the aspects of his interior world, from the psychological torment of being trapped inside his body to his imagined stories from lands he'd only visited in his mind."
2289,Cold Mountain,"['Drama', 'War', 'History', 'Adventure', 'Romance']",16.621,2003-12-24,en,6.919,1573,"In this classic story of love and devotion set against the backdrop of the American Civil War, a wounded Confederate soldier named W.P. Inman deserts his unit and travels across the South, aiming to return to his young wife, Ada, who he left behind to tend their farm. As Inman makes his perilous journey home, Ada struggles to keep their home intact with the assistance of Ruby, a mysterious drifter sent to help her by a kindly neighbor."
228326,The Book of Life,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",36.195,2014-10-01,en,7.524,2387,"The journey of Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart. Before choosing which path to follow, he embarks on an incredible adventure that spans three fantastical worlds where he must face his greatest fears."
308639,Dope,"['Crime', 'Drama', 'Comedy']",12.153,2015-06-19,en,7.1,1358,"Malcolm is carefully surviving life in a tough neighborhood in Los Angeles while juggling college applications, academic interviews, and the SAT. A chance invitation to an underground party leads him into an adventure that could allow him to go from being a geek, to being dope, to ultimately being himself."
550205,Wish Dragon,"['Animation', 'Family', 'Comedy', 'Fantasy']",57.218,2021-01-15,en,8.0,1117,Determined teen Din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities.
10882,Sleeping Beauty,"['Fantasy', 'Animation', 'Romance', 'Family']",53.73,1959-02-17,en,6.942,4703,"A beautiful princess born in a faraway kingdom is destined by a terrible curse to prick her finger on the spindle of a spinning wheel and fall into a deep sleep that can only be awakened by true love's first kiss. Determined to protect her, her parents ask three fairies to raise her in hiding. But the evil Maleficent is just as determined to seal the princess's fate."
9023,Spirit: Stallion of the Cimarron,"['Western', 'Animation', 'Adventure', 'Comedy', 'Family', 'Drama']",72.204,2002-05-24,en,7.694,4165,"As a wild stallion travels across the frontiers of the Old West, he befriends a young human and finds true love with a mare."
